game_id,queen,pawns,date,time,winner
99,computer,computer,20230113,10:26:23,Pawns
100,computer,computer,20230113,10:26:23,Pawns
101,computer,computer,20230113,10:26:32,Pawns
102,computer,computer,20230113,10:27:13,Queen
103,computer,computer,20230113,10:27:19,Pawns
104,computer,computer,20230113,10:27:26,Pawns
105,computer,computer,20230113,10:27:44,Pawns
106,computer,computer,20230113,10:27:50,Pawns
107,computer,computer,20230113,10:28:12,Pawns
108,computer,computer,20230113,10:28:21,Pawns
109,computer,computer,20230113,10:28:21,Pawns
110,computer,computer,20230113,10:28:21,Pawns
111,computer,computer,20230113,10:29:03,Queen
112,computer,computer,20230113,10:29:29,Pawns
113,computer,computer,20230113,10:29:53,Queen
114,computer,computer,20230113,10:30:25,Queen
115,computer,computer,20230113,10:30:25,Pawns
116,computer,computer,20230113,10:30:48,Pawns
117,computer,computer,20230113,10:30:48,Pawns
118,computer,computer,20230113,10:31:23,Queen
119,computer,computer,20230113,10:31:23,Pawns
120,computer,computer,20230113,10:31:49,Pawns
121,computer,computer,20230113,10:31:55,Pawns
122,computer,computer,20230113,10:32:42,Queen
123,computer,computer,20230113,10:32:48,Pawns
124,computer,computer,20230113,10:32:55,Pawns
125,computer,computer,20230113,10:32:56,Pawns
126,computer,computer,20230113,10:33:09,Pawns
127,computer,computer,20230113,10:33:36,Queen
128,computer,computer,20230113,10:33:42,Pawns
129,computer,computer,20230113,10:34:20,Queen
130,computer,computer,20230113,10:34:21,Pawns
131,computer,computer,20230113,10:34:22,Pawns
132,computer,computer,20230113,10:34:54,Queen
133,computer,computer,20230113,10:35:17,Pawns
134,computer,computer,20230113,10:35:24,Pawns
135,computer,computer,20230113,10:35:24,Pawns
136,computer,computer,20230113,10:35:30,Pawns
137,computer,computer,20230113,10:35:52,Pawns
138,computer,computer,20230113,10:36:16,Pawns
139,computer,computer,20230113,10:36:25,Pawns
140,computer,computer,20230113,10:36:57,Queen
141,computer,computer,20230113,10:37:07,Pawns
142,computer,computer,20230113,10:37:07,Pawns
143,computer,computer,20230113,10:37:14,Pawns
144,computer,computer,20230113,10:37:42,Queen
145,computer,computer,20230113,10:37:42,Pawns
146,computer,computer,20230113,10:38:14,Pawns
147,computer,computer,20230113,10:38:42,Pawns
148,computer,computer,20230113,10:39:12,Pawns
149,computer,computer,20230113,10:39:19,Pawns
150,computer,computer,20230113,10:39:20,Pawns
151,computer,computer,20230113,10:39:20,Pawns
152,computer,computer,20230113,10:39:43,Pawns
153,computer,computer,20230113,10:39:43,Pawns
154,computer,computer,20230113,10:39:49,Pawns
155,computer,computer,20230113,10:39:50,Pawns
156,computer,computer,20230113,10:40:19,Pawns
157,computer,computer,20230113,10:40:20,Pawns
158,computer,computer,20230113,10:40:50,Pawns
159,computer,computer,20230113,10:40:50,Pawns
160,computer,computer,20230113,10:41:28,Pawns
161,computer,computer,20230113,10:42:12,Queen
162,computer,computer,20230113,10:42:12,Pawns
163,computer,computer,20230113,10:42:25,Pawns
164,computer,computer,20230113,10:42:49,Pawns
165,computer,computer,20230113,10:43:13,Pawns
166,computer,computer,20230113,10:43:20,Pawns
167,computer,computer,20230113,10:43:44,Pawns
168,computer,computer,20230113,10:44:08,Pawns
169,computer,computer,20230113,10:44:50,Queen
170,computer,computer,20230113,10:44:50,Pawns
171,computer,computer,20230113,10:44:51,Pawns
172,computer,computer,20230113,10:45:25,Queen
173,computer,computer,20230113,10:45:30,Pawns
174,computer,computer,20230113,10:45:31,Pawns
175,computer,computer,20230113,10:45:54,Pawns
176,computer,computer,20230113,10:45:54,Pawns
177,computer,computer,20230113,10:45:54,Pawns
178,computer,computer,20230113,10:46:00,Pawns
179,computer,computer,20230113,10:46:32,Queen
180,computer,computer,20230113,10:46:55,Pawns
181,computer,computer,20230113,10:47:23,Pawns
182,computer,computer,20230113,10:47:50,Pawns
183,computer,computer,20230113,10:48:14,Queen
184,computer,computer,20230113,10:48:20,Pawns
185,computer,computer,20230113,10:48:26,Pawns
186,computer,computer,20230113,10:48:37,Pawns
187,computer,computer,20230113,10:48:38,Pawns
188,computer,computer,20230113,10:49:01,Pawns
189,computer,computer,20230113,10:49:32,Queen
190,computer,computer,20230113,10:49:32,Pawns
191,computer,computer,20230113,10:49:40,Pawns
192,computer,computer,20230113,10:49:41,Pawns
193,computer,computer,20230113,10:49:41,Pawns
194,computer,computer,20230113,10:50:04,Pawns
195,computer,computer,20230113,10:50:27,Pawns
196,computer,computer,20230113,10:50:27,Pawns
197,computer,computer,20230113,10:50:27,Pawns
198,computer,computer,20230113,10:50:34,Pawns
199,computer,computer,20230113,10:51:00,Pawns
200,computer,computer,20230113,10:51:49,Queen
201,computer,computer,20230113,10:51:55,Pawns
202,computer,computer,20230113,10:52:36,Queen
203,computer,computer,20230113,10:53:12,Pawns
204,computer,computer,20230113,10:53:32,Pawns
205,computer,computer,20230113,10:54:08,Queen
206,computer,computer,20230113,10:54:14,Pawns
207,computer,computer,20230113,10:54:25,Pawns
208,computer,computer,20230113,10:54:32,Pawns
209,computer,computer,20230113,10:54:32,Pawns
210,computer,computer,20230113,10:54:38,Pawns
211,computer,computer,20230113,10:55:02,Pawns
212,computer,computer,20230113,10:55:24,Pawns
213,computer,computer,20230113,10:55:24,Pawns
214,computer,computer,20230113,10:55:47,Pawns
215,computer,computer,20230113,10:56:24,Queen
216,computer,computer,20230113,10:56:48,Queen
217,computer,computer,20230113,10:57:21,Queen
218,computer,computer,20230113,10:57:44,Pawns
219,computer,computer,20230113,10:58:06,Pawns
220,computer,computer,20230113,10:58:17,Pawns
221,computer,computer,20230113,10:58:43,Queen
222,computer,computer,20230113,10:59:08,Queen
223,computer,computer,20230113,10:59:14,Pawns
224,computer,computer,20230113,10:59:20,Pawns
225,computer,computer,20230113,10:59:57,Queen
226,computer,computer,20230113,11:00:03,Pawns
227,computer,computer,20230113,11:00:03,Pawns
228,computer,computer,20230113,11:00:26,Pawns
229,computer,computer,20230113,11:01:03,Queen
230,computer,computer,20230113,11:01:26,Pawns
231,computer,computer,20230113,11:02:14,Queen
232,computer,computer,20230113,11:02:20,Pawns
233,computer,computer,20230113,11:02:47,Pawns
234,computer,computer,20230113,11:03:11,Pawns
235,computer,computer,20230113,11:03:11,Pawns
236,computer,computer,20230113,11:03:12,Pawns
237,computer,computer,20230113,11:03:39,Pawns
238,computer,computer,20230113,11:03:39,Pawns
239,computer,computer,20230113,11:03:39,Pawns
240,computer,computer,20230113,11:04:43,Queen
241,computer,computer,20230113,11:04:43,Pawns
242,computer,computer,20230113,11:04:59,Pawns
243,computer,computer,20230113,11:05:38,Queen
244,computer,computer,20230113,11:06:05,Queen
245,computer,computer,20230113,11:06:36,Pawns
246,computer,computer,20230113,11:07:16,Queen
247,computer,computer,20230113,11:08:12,Queen
248,computer,computer,20230113,11:08:39,Pawns
249,computer,computer,20230113,11:08:45,Pawns
250,computer,computer,20230113,11:09:14,Pawns
251,computer,computer,20230113,11:09:52,Queen
252,computer,computer,20230113,11:10:35,Queen
253,computer,computer,20230113,11:11:00,Pawns
254,computer,computer,20230113,11:11:06,Pawns
255,computer,computer,20230113,11:11:37,Queen
256,computer,computer,20230113,11:11:37,Pawns
257,computer,computer,20230113,11:12:10,Pawns
258,computer,computer,20230113,11:12:17,Pawns
259,computer,computer,20230113,11:12:39,Pawns
260,computer,computer,20230113,11:12:57,Pawns
261,computer,computer,20230113,11:13:16,Pawns
262,computer,computer,20230113,11:13:36,Pawns
263,computer,computer,20230113,11:13:42,Pawns
264,computer,computer,20230113,11:14:10,Pawns
265,computer,computer,20230113,11:14:49,Queen
266,computer,computer,20230113,11:15:25,Queen
267,computer,computer,20230113,11:15:32,Pawns
268,computer,computer,20230113,11:16:05,Queen
269,computer,computer,20230113,11:16:47,Queen
270,computer,computer,20230113,11:16:58,Pawns
271,computer,computer,20230113,11:16:58,Pawns
272,computer,computer,20230113,11:17:05,Pawns
273,computer,computer,20230113,11:17:17,Pawns
274,computer,computer,20230113,11:17:24,Pawns
275,computer,computer,20230113,11:17:36,Pawns
276,computer,computer,20230113,11:18:12,Queen
277,computer,computer,20230113,11:18:46,Queen
278,computer,computer,20230113,11:19:19,Queen
279,computer,computer,20230113,11:19:43,Pawns
280,computer,computer,20230113,11:20:25,Pawns
281,computer,computer,20230113,11:20:50,Pawns
282,computer,computer,20230113,11:21:18,Pawns
283,computer,computer,20230113,11:21:25,Pawns
284,computer,computer,20230113,11:21:25,Pawns
285,computer,computer,20230113,11:21:45,Pawns
286,computer,computer,20230113,11:22:06,Pawns
287,computer,computer,20230113,11:22:07,Pawns
288,computer,computer,20230113,11:22:07,Pawns
289,computer,computer,20230113,11:22:13,Pawns
290,computer,computer,20230113,11:22:45,Pawns
291,computer,computer,20230113,11:22:45,Pawns
292,computer,computer,20230113,11:22:45,Pawns
293,computer,computer,20230113,11:22:45,Pawns
294,computer,computer,20230113,11:23:12,Pawns
295,computer,computer,20230113,11:23:51,Queen
296,computer,computer,20230113,11:23:57,Pawns
297,computer,computer,20230113,11:24:16,Pawns
298,computer,computer,20230113,11:24:17,Pawns
299,computer,computer,20230113,11:24:18,Pawns
300,computer,computer,20230113,11:24:39,Pawns
301,computer,computer,20230113,11:25:09,Pawns
302,computer,computer,20230113,11:25:16,Pawns
303,computer,computer,20230113,11:25:16,Pawns
304,computer,computer,20230113,11:25:49,Queen
305,computer,computer,20230113,11:26:13,Pawns
306,computer,computer,20230113,11:26:37,Pawns
307,computer,computer,20230113,11:27:03,Pawns
308,computer,computer,20230113,11:27:35,Queen
309,computer,computer,20230113,11:28:07,Queen
310,computer,computer,20230113,11:28:31,Pawns
311,computer,computer,20230113,11:28:32,Pawns
312,computer,computer,20230113,11:28:56,Queen
313,computer,computer,20230113,11:29:20,Pawns
314,computer,computer,20230113,11:29:44,Queen
315,computer,computer,20230113,11:29:45,Pawns
316,computer,computer,20230113,11:29:56,Pawns
317,computer,computer,20230113,11:30:19,Pawns
318,computer,computer,20230113,11:30:31,Pawns
319,computer,computer,20230113,11:31:03,Queen
320,computer,computer,20230113,11:31:09,Pawns
321,computer,computer,20230113,11:31:15,Pawns
322,computer,computer,20230113,11:31:15,Pawns
323,computer,computer,20230113,11:31:35,Pawns
324,computer,computer,20230113,11:32:08,Pawns
325,computer,computer,20230113,11:32:13,Pawns
326,computer,computer,20230113,11:32:38,Queen
327,computer,computer,20230113,11:32:44,Pawns
328,computer,computer,20230113,11:33:07,Pawns
329,computer,computer,20230113,11:33:40,Queen
330,computer,computer,20230113,11:33:49,Pawns
331,computer,computer,20230113,11:34:14,Pawns
332,computer,computer,20230113,11:34:15,Pawns
333,computer,computer,20230113,11:34:38,Pawns
334,computer,computer,20230113,11:35:01,Pawns
335,computer,computer,20230113,11:35:26,Queen
336,computer,computer,20230113,11:35:32,Pawns
337,computer,computer,20230113,11:35:58,Pawns
338,computer,computer,20230113,11:35:58,Pawns
339,computer,computer,20230113,11:36:16,Pawns
340,computer,computer,20230113,11:36:40,Pawns
341,computer,computer,20230113,11:36:40,Pawns
342,computer,computer,20230113,11:37:08,Pawns
343,computer,computer,20230113,11:37:15,Pawns
344,computer,computer,20230113,11:37:15,Pawns
345,computer,computer,20230113,11:37:15,Pawns
346,computer,computer,20230113,11:37:28,Pawns
347,computer,computer,20230113,11:37:40,Pawns
348,computer,computer,20230113,11:38:12,Pawns
349,computer,computer,20230113,11:38:40,Queen
350,computer,computer,20230113,11:39:22,Pawns
351,computer,computer,20230113,11:39:22,Pawns
352,computer,computer,20230113,11:39:57,Queen
353,computer,computer,20230113,11:40:34,Queen
354,computer,computer,20230113,11:40:35,Pawns
355,computer,computer,20230113,11:41:01,Pawns
356,computer,computer,20230113,11:41:10,Pawns
357,computer,computer,20230113,11:41:43,Queen
358,computer,computer,20230113,11:42:17,Queen
359,computer,computer,20230113,11:42:56,Queen
360,computer,computer,20230113,11:42:56,Pawns
361,computer,computer,20230113,11:42:56,Pawns
362,computer,computer,20230113,11:42:56,Pawns
363,computer,computer,20230113,11:43:14,Pawns
364,computer,computer,20230113,11:43:15,Pawns
365,computer,computer,20230113,11:43:27,Pawns
366,computer,computer,20230113,11:43:50,Pawns
367,computer,computer,20230113,11:43:50,Pawns
368,computer,computer,20230113,11:44:10,Pawns
369,computer,computer,20230113,11:44:10,Pawns
370,computer,computer,20230113,11:44:11,Pawns
371,computer,computer,20230113,11:44:43,Queen
372,computer,computer,20230113,11:44:54,Pawns
373,computer,computer,20230113,11:45:18,Queen
374,computer,computer,20230113,11:45:24,Pawns
375,computer,computer,20230113,11:45:57,Queen
376,computer,computer,20230113,11:46:34,Queen
377,computer,computer,20230113,11:46:34,Pawns
378,computer,computer,20230113,11:46:59,Queen
379,computer,computer,20230113,11:47:06,Pawns
380,computer,computer,20230113,11:47:38,Queen
381,computer,computer,20230113,11:48:14,Queen
382,computer,computer,20230113,11:48:53,Queen
383,computer,computer,20230113,11:49:11,Pawns
384,computer,computer,20230113,11:49:35,Queen
385,computer,computer,20230113,11:49:46,Pawns
386,computer,computer,20230113,11:49:47,Pawns
387,computer,computer,20230113,11:50:19,Pawns
388,computer,computer,20230113,11:51:09,Queen
389,computer,computer,20230113,11:51:16,Pawns
390,computer,computer,20230113,11:51:29,Pawns
391,computer,computer,20230113,11:52:17,Queen
392,computer,computer,20230113,11:52:17,Pawns
393,computer,computer,20230113,11:52:30,Pawns
394,computer,computer,20230113,11:52:40,Pawns
395,computer,computer,20230113,11:52:46,Pawns
396,computer,computer,20230113,11:52:47,Pawns
397,computer,computer,20230113,11:53:13,Pawns
398,computer,computer,20230113,11:53:50,Queen
399,computer,computer,20230113,11:54:15,Queen
400,computer,computer,20230113,11:54:53,Queen
401,computer,computer,20230113,11:55:26,Pawns
402,computer,computer,20230113,11:55:59,Queen
403,computer,computer,20230113,11:56:25,Pawns
404,computer,computer,20230113,11:56:26,Pawns
405,computer,computer,20230113,11:56:26,Pawns
406,computer,computer,20230113,11:56:54,Pawns
407,computer,computer,20230113,11:57:17,Pawns
408,computer,computer,20230113,11:57:23,Pawns
409,computer,computer,20230113,11:57:47,Pawns
410,computer,computer,20230113,11:57:47,Pawns
411,computer,computer,20230113,11:58:11,Queen
412,computer,computer,20230113,11:58:48,Pawns
413,computer,computer,20230113,11:58:48,Pawns
414,computer,computer,20230113,11:59:06,Pawns
415,computer,computer,20230113,11:59:06,Pawns
416,computer,computer,20230113,11:59:06,Pawns
417,computer,computer,20230113,11:59:30,Pawns
418,computer,computer,20230113,11:59:30,Pawns
419,computer,computer,20230113,11:59:36,Pawns
420,computer,computer,20230113,12:00:08,Queen
421,computer,computer,20230113,12:00:08,Pawns
422,computer,computer,20230113,12:00:19,Pawns
423,computer,computer,20230113,12:00:47,Pawns
424,computer,computer,20230113,12:01:10,Pawns
425,computer,computer,20230113,12:01:33,Pawns
426,computer,computer,20230113,12:01:44,Pawns
427,computer,computer,20230113,12:02:02,Pawns
428,computer,computer,20230113,12:02:02,Pawns
429,computer,computer,20230113,12:02:03,Pawns
430,computer,computer,20230113,12:02:03,Pawns
431,computer,computer,20230113,12:02:03,Pawns
432,computer,computer,20230113,12:02:10,Pawns
433,computer,computer,20230113,12:02:16,Pawns
434,computer,computer,20230113,12:02:27,Pawns
435,computer,computer,20230113,12:03:14,Queen
436,computer,computer,20230113,12:03:39,Queen
437,computer,computer,20230113,12:03:39,Pawns
438,computer,computer,20230113,12:04:11,Pawns
439,computer,computer,20230113,12:05:03,Pawns
440,computer,computer,20230113,12:05:03,Pawns
441,computer,computer,20230113,12:05:26,Pawns
442,computer,computer,20230113,12:05:45,Pawns
443,computer,computer,20230113,12:05:45,Pawns
444,computer,computer,20230113,12:06:08,Pawns
445,computer,computer,20230113,12:06:31,Pawns
446,computer,computer,20230113,12:07:06,Queen
447,computer,computer,20230113,12:07:57,Queen
448,computer,computer,20230113,12:08:04,Pawns
449,computer,computer,20230113,12:08:44,Queen
450,computer,computer,20230113,12:08:51,Pawns
451,computer,computer,20230113,12:08:58,Pawns
452,computer,computer,20230113,12:09:51,Queen
453,computer,computer,20230113,12:09:52,Pawns
454,computer,computer,20230113,12:09:52,Pawns
455,computer,computer,20230113,12:10:04,Pawns
456,computer,computer,20230113,12:10:28,Pawns
457,computer,computer,20230113,12:10:52,Pawns
458,computer,computer,20230113,12:10:52,Pawns
459,computer,computer,20230113,12:10:53,Pawns
460,computer,computer,20230113,12:11:12,Pawns
461,computer,computer,20230113,12:11:44,Queen
462,computer,computer,20230113,12:12:07,Pawns
463,computer,computer,20230113,12:12:30,Pawns
464,computer,computer,20230113,12:12:31,Pawns
465,computer,computer,20230113,12:13:03,Queen
466,computer,computer,20230113,12:13:26,Pawns
467,computer,computer,20230113,12:13:50,Pawns
468,computer,computer,20230113,12:14:17,Pawns
469,computer,computer,20230113,12:14:50,Queen
470,computer,computer,20230113,12:15:13,Pawns
471,computer,computer,20230113,12:15:25,Pawns
472,computer,computer,20230113,12:15:25,Pawns
473,computer,computer,20230113,12:15:31,Pawns
474,computer,computer,20230113,12:15:55,Pawns
475,computer,computer,20230113,12:16:00,Pawns
476,computer,computer,20230113,12:16:42,Queen
477,computer,computer,20230113,12:16:42,Pawns
478,computer,computer,20230113,12:17:04,Pawns
479,computer,computer,20230113,12:17:36,Pawns
480,computer,computer,20230113,12:17:43,Pawns
481,computer,computer,20230113,12:18:18,Queen
482,computer,computer,20230113,12:18:41,Pawns
483,computer,computer,20230113,12:18:50,Pawns
484,computer,computer,20230113,12:18:56,Pawns
485,computer,computer,20230113,12:19:26,Pawns
486,computer,computer,20230113,12:19:31,Pawns
487,computer,computer,20230113,12:19:54,Pawns
488,computer,computer,20230113,12:20:21,Queen
489,computer,computer,20230113,12:20:47,Pawns
490,computer,computer,20230113,12:20:47,Pawns
491,computer,computer,20230113,12:20:54,Pawns
492,computer,computer,20230113,12:21:31,Pawns
493,computer,computer,20230113,12:22:06,Pawns
494,computer,computer,20230113,12:22:06,Pawns
495,computer,computer,20230113,12:22:38,Pawns
496,computer,computer,20230113,12:22:38,Pawns
497,computer,computer,20230113,12:22:44,Pawns
498,computer,computer,20230113,12:23:03,Pawns
499,computer,computer,20230113,12:23:37,Queen
500,computer,computer,20230113,12:24:20,Queen
501,computer,computer,20230113,12:24:44,Pawns
502,computer,computer,20230113,12:25:36,Queen
503,computer,computer,20230113,12:25:42,Pawns
504,computer,computer,20230113,12:25:48,Pawns
505,computer,computer,20230113,12:26:25,Queen
506,computer,computer,20230113,12:26:34,Pawns
507,computer,computer,20230113,12:26:34,Pawns
508,computer,computer,20230113,12:27:07,Queen
509,computer,computer,20230113,12:27:07,Pawns
510,computer,computer,20230113,12:27:32,Pawns
511,computer,computer,20230113,12:27:57,Queen
512,computer,computer,20230113,12:28:03,Pawns
513,computer,computer,20230113,12:28:36,Pawns
514,computer,computer,20230113,12:28:37,Pawns
515,computer,computer,20230113,12:28:47,Pawns
516,computer,computer,20230113,12:28:57,Pawns
517,computer,computer,20230113,12:28:57,Pawns
518,computer,computer,20230113,12:28:58,Pawns
519,computer,computer,20230113,12:29:24,Pawns
520,computer,computer,20230113,12:29:46,Pawns
521,computer,computer,20230113,12:30:39,Queen
522,computer,computer,20230113,12:30:39,Pawns
523,computer,computer,20230113,12:31:12,Queen
524,computer,computer,20230113,12:31:35,Pawns
525,computer,computer,20230113,12:31:58,Pawns
526,computer,computer,20230113,12:32:21,Pawns
527,computer,computer,20230113,12:32:44,Pawns
528,computer,computer,20230113,12:32:50,Pawns
529,computer,computer,20230113,12:32:57,Pawns
530,computer,computer,20230113,12:33:29,Queen
531,computer,computer,20230113,12:34:12,Queen
532,computer,computer,20230113,12:34:33,Pawns
533,computer,computer,20230113,12:34:33,Pawns
534,computer,computer,20230113,12:34:33,Pawns
535,computer,computer,20230113,12:35:06,Queen
536,computer,computer,20230113,12:35:06,Pawns
537,computer,computer,20230113,12:35:06,Pawns
538,computer,computer,20230113,12:35:12,Pawns
539,computer,computer,20230113,12:35:45,Queen
540,computer,computer,20230113,12:36:18,Queen
541,computer,computer,20230113,12:36:46,Pawns
542,computer,computer,20230113,12:36:46,Pawns
543,computer,computer,20230113,12:36:52,Pawns
544,computer,computer,20230113,12:37:02,Pawns
545,computer,computer,20230113,12:37:38,Queen
546,computer,computer,20230113,12:37:44,Pawns
547,computer,computer,20230113,12:37:55,Pawns
548,computer,computer,20230113,12:37:55,Pawns
549,computer,computer,20230113,12:37:56,Pawns
550,computer,computer,20230113,12:38:17,Pawns
551,computer,computer,20230113,12:38:45,Queen
552,computer,computer,20230113,12:39:32,Pawns
553,computer,computer,20230113,12:39:51,Pawns
554,computer,computer,20230113,12:39:58,Pawns
555,computer,computer,20230113,12:40:04,Pawns
556,computer,computer,20230113,12:40:33,Pawns
557,computer,computer,20230113,12:40:34,Pawns
558,computer,computer,20230113,12:40:40,Pawns
559,computer,computer,20230113,12:41:22,Queen
560,computer,computer,20230113,12:41:22,Pawns
561,computer,computer,20230113,12:41:23,Pawns
562,computer,computer,20230113,12:42:00,Queen
563,computer,computer,20230113,12:42:34,Queen
564,computer,computer,20230113,12:43:02,Pawns
565,computer,computer,20230113,12:43:34,Queen
566,computer,computer,20230113,12:43:34,Pawns
567,computer,computer,20230113,12:43:46,Pawns
568,computer,computer,20230113,12:44:10,Pawns
569,computer,computer,20230113,12:44:15,Pawns
570,computer,computer,20230113,12:44:16,Pawns
571,computer,computer,20230113,12:44:40,Pawns
572,computer,computer,20230113,12:45:03,Pawns
573,computer,computer,20230113,12:45:40,Queen
574,computer,computer,20230113,12:45:41,Pawns
575,computer,computer,20230113,12:46:00,Pawns
576,computer,computer,20230113,12:46:54,Pawns
577,computer,computer,20230113,12:47:00,Pawns
578,computer,computer,20230113,12:47:06,Pawns
579,computer,computer,20230113,12:47:12,Pawns
580,computer,computer,20230113,12:47:38,Pawns
581,computer,computer,20230113,12:47:44,Pawns
582,computer,computer,20230113,12:47:45,Pawns
583,computer,computer,20230113,12:48:09,Queen
584,computer,computer,20230113,12:48:43,Queen
585,computer,computer,20230113,12:48:43,Pawns
586,computer,computer,20230113,12:48:48,Pawns
587,computer,computer,20230113,12:49:21,Queen
588,computer,computer,20230113,12:49:54,Queen
589,computer,computer,20230113,12:50:26,Pawns
590,computer,computer,20230113,12:50:26,Pawns
591,computer,computer,20230113,12:50:49,Pawns
592,computer,computer,20230113,12:51:08,Pawns
593,computer,computer,20230113,12:51:14,Pawns
594,computer,computer,20230113,12:51:48,Queen
595,computer,computer,20230113,12:52:08,Pawns
596,computer,computer,20230113,12:52:49,Queen
597,computer,computer,20230113,12:52:56,Pawns
598,computer,computer,20230113,12:53:10,Pawns
599,computer,computer,20230113,12:54:12,Pawns
600,computer,computer,20230113,12:54:56,Queen
601,computer,computer,20230113,12:55:03,Pawns
602,computer,computer,20230113,12:55:03,Pawns
603,computer,computer,20230113,12:55:10,Pawns
604,computer,computer,20230113,12:55:31,Pawns
605,computer,computer,20230113,12:55:31,Pawns
606,computer,computer,20230113,12:55:58,Pawns
607,computer,computer,20230113,12:56:24,Pawns
608,computer,computer,20230113,12:56:24,Pawns
609,computer,computer,20230113,12:57:05,Queen
610,computer,computer,20230113,12:57:05,Pawns
611,computer,computer,20230113,12:57:18,Pawns
